 log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	8.45	2.77432251	2.7644	3.3509	3.6967	1.2616	-3.607	-2.316	-2.503	-3.297	-3.788	-4.284	-4.881	-5.367	-5.443	-0.18681182
	8.45	2.77444482	2.7642	3.3725	3.6960	1.2370	-3.661	-2.353	-2.548	-3.347	-3.841	-4.339	-4.938	-5.426	-5.503	-0.18680070
	8.45	2.77456713	2.7641	3.3947	3.6953	1.2119	-3.717	-2.392	-2.595	-3.400	-3.896	-4.395	-4.997	-5.487	-5.563	-0.18678959
	8.45	2.77467561	2.7639	3.4159	3.6946	1.1880	-3.770	-2.429	-2.640	-3.450	-3.948	-4.449	-5.053	-5.545	-5.621	-0.18677973
	8.45	2.77478743	2.7637	3.4381	3.6937	1.1621	-3.825	-2.464	-2.684	-3.501	-4.002	-4.506	-5.113	-5.607	-5.683	-0.18676957
	8.45	2.77488875	2.7635	3.4592	3.6928	1.1377	-3.878	-2.498	-2.727	-3.550	-4.054	-4.560	-5.170	-5.666	-5.742	-0.18676036
	8.45	2.77499008	2.7633	3.4807	3.6921	1.1130	-3.932	-2.534	-2.771	-3.600	-4.107	-4.615	-5.227	-5.726	-5.801	-0.18675115
	8.45	2.77508831	2.7631	3.5023	3.6913	1.0884	-3.986	-2.570	-2.816	-3.651	-4.160	-4.670	-5.285	-5.786	-5.861	-0.18674223
	8.45	2.77518606	2.7628	3.5241	3.6906	1.0636	-4.040	-2.607	-2.861	-3.702	-4.214	-4.726	-5.343	-5.846	-5.921	-0.18673335
	8.45	2.77527690	2.7625	3.5465	3.6899	1.0383	-4.096	-2.646	-2.909	-3.755	-4.269	-4.783	-5.403	-5.907	-5.982	-0.18672510
	8.45	2.77536440	2.7622	3.5701	3.6890	1.0111	-4.155	-2.684	-2.956	-3.810	-4.327	-4.844	-5.466	-5.973	-6.048	-0.18671715
	8.45	2.77545190	2.7619	3.5954	3.6879	0.9815	-4.218	-2.723	-3.007	-3.868	-4.389	-4.909	-5.534	-6.044	-6.119	-0.18670921
	8.45	2.77553940	2.7615	3.6215	3.6870	0.9518	-4.284	-2.765	-3.060	-3.929	-4.453	-4.976	-5.605	-6.116	-6.192	-0.18670126
	8.45	2.77562332	2.7611	3.6474	3.6863	0.9229	-4.349	-2.809	-3.115	-3.991	-4.517	-5.042	-5.674	-6.186	-6.262	-0.18669364
	8.45	2.77570724	2.7606	3.6742	3.6853	0.8922	-4.415	-2.851	-3.169	-4.053	-4.583	-5.111	-5.746	-6.259	-6.337	-0.18668602
	8.45	2.77578402	2.7601	3.6998	3.6845	0.8633	-4.479	-2.893	-3.222	-4.113	-4.646	-5.176	-5.814	-6.329	-6.407	-0.18667905
	8.45	2.77586460	2.7596	3.7259	3.6836	0.8334	-4.545	-2.934	-3.274	-4.173	-4.710	-5.243	-5.884	-6.401	-6.480	-0.18667173
	8.45	2.77594137	2.7590	3.7512	3.6825	0.8037	-4.608	-2.969	-3.323	-4.231	-4.772	-5.308	-5.953	-6.471	-6.552	-0.18666476
	8.45	2.77601504	2.7584	3.7759	3.6813	0.7739	-4.670	-3.000	-3.368	-4.287	-4.832	-5.371	-6.021	-6.542	-6.623	-0.18665807
	8.45	2.77609181	2.7577	3.8018	3.6801	0.7431	-4.735	-3.034	-3.415	-4.345	-4.895	-5.438	-6.092	-6.614	-6.697	-0.18665111
	8.45	2.77616525	2.7570	3.8267	3.6789	0.7134	-4.797	-3.066	-3.461	-4.401	-4.956	-5.501	-6.160	-6.684	-6.768	-0.18664444
	8.45	2.77623892	2.7561	3.8516	3.6779	0.6842	-4.859	-3.101	-3.508	-4.457	-5.017	-5.565	-6.228	-6.753	-6.839	-0.18663775
	8.45	2.77631927	2.7551	3.8780	3.6769	0.6536	-4.925	-3.138	-3.559	-4.517	-5.082	-5.632	-6.299	-6.826	-6.913	-0.18663046
	8.45	2.77643132	2.7536	3.9106	3.6756	0.6158	-5.007	-3.179	-3.619	-4.590	-5.160	-5.714	-6.387	-6.915	-7.003	-0.18662029
	8.45	2.77653956	2.7520	3.9200	3.6754	0.6052	-5.030	-3.193	-3.637	-4.612	-5.183	-5.738	-6.411	-6.940	-7.029	-0.18661047
	8.45	2.77657485	2.7514	3.9116	3.6758	0.6152	-5.009	-3.185	-3.623	-4.593	-5.163	-5.717	-6.388	-6.916	-7.005	-0.18660727
	8.45	2.77657819	2.7514	3.9009	3.6765	0.6286	-4.982	-3.179	-3.608	-4.572	-5.138	-5.690	-6.359	-6.885	-6.973	-0.18660697
	8.45	2.77659559	2.7512	3.8915	3.6770	0.6402	-4.959	-3.172	-3.593	-4.552	-5.116	-5.666	-6.333	-6.859	-6.946	-0.18660539
	8.45	2.77659917	2.7511	3.8812	3.6776	0.6526	-4.933	-3.159	-3.575	-4.529	-5.091	-5.640	-6.304	-6.829	-6.916	-0.18660506
	8.45	2.77660966	2.7510	3.8924	3.6769	0.6388	-4.961	-3.171	-3.594	-4.553	-5.118	-5.668	-6.336	-6.861	-6.949	-0.18660411
	8.45	2.77661681	2.7509	3.8718	3.6778	0.6630	-4.909	-3.144	-3.556	-4.507	-5.068	-5.616	-6.280	-6.804	-6.890	-0.18660346
	8.45	2.77661800	2.7509	3.8827	3.6773	0.6501	-4.937	-3.158	-3.576	-4.532	-5.094	-5.644	-6.309	-6.835	-6.921	-0.18660336
	8.45	2.77662015	2.7508	3.8618	3.6781	0.6740	-4.885	-3.127	-3.535	-4.484	-5.043	-5.590	-6.253	-6.777	-6.863	-0.18660316
	8.45	2.77662373	2.7508	3.8512	3.6785	0.6861	-4.858	-3.111	-3.514	-4.459	-5.017	-5.563	-6.225	-6.748	-6.834	-0.18660284
	8.45	2.77663064	2.7507	3.8616	3.6778	0.6731	-4.884	-3.122	-3.531	-4.482	-5.042	-5.590	-6.254	-6.779	-6.865	-0.18660221
	8.45	2.77663422	2.7507	3.8690	3.6776	0.6647	-4.902	-3.132	-3.546	-4.499	-5.060	-5.609	-6.274	-6.799	-6.885	-0.18660188
	8.50	0.69999999	0.7000	-0.5083	3.7550	4.7574	6.041	6.577	6.792	6.232	5.858	5.466	5.034	4.676	4.614	-1.19890256
	8.50	0.80000001	0.8000	-0.2267	3.7919	4.6813	5.337	5.664	5.939	5.494	5.184	4.852	4.501	4.204	4.169	-1.00113983
	8.50	0.89999998	0.9000	0.0237	3.8258	4.6177	4.711	4.934	5.207	4.847	4.591	4.315	4.043	3.809	3.787	-0.85396262
	8.50	0.93610543	0.9361	0.1062	3.8381	4.6016	4.505	4.708	4.968	4.633	4.399	4.144	3.896	3.687	3.667	-0.80980005
	8.50	1.00000000	0.9999	0.2442	3.8589	4.5755	4.160	4.336	4.567	4.273	4.070	3.857	3.654	3.490	3.470	-0.74074074
	8.50	1.10000002	1.0999	0.4401	3.8970	4.5731	3.670	3.856	3.969	3.764	3.635	3.494	3.370	3.270	3.256	-0.65130752
	8.50	1.20000005	1.1999	0.6048	3.9338	4.5936	3.258	3.486	3.495	3.370	3.314	3.250	3.188	3.140	3.140	-0.57912395
	8.50	1.28389060	1.2837	0.7399	3.9637	4.6072	2.920	3.170	3.167	3.105	3.089	3.065	3.043	3.031	3.029	-0.52863194
	8.50	1.29999995	1.2998	0.7650	3.9692	4.6096	2.858	3.110	3.113	3.060	3.050	3.031	3.017	3.009	3.007	-0.51980772
	8.50	1.32559729	1.3254	0.8038	3.9777	4.6132	2.760	3.015	3.029	2.989	2.987	2.974	2.976	2.973	2.966	-0.50630307
	8.50	1.39999998	1.3998	0.9138	4.0014	4.6221	2.486	2.757	2.821	2.812	2.823	2.832	2.863	2.874	2.877	-0.47031994
	8.50	1.50000000	1.4997	1.0495	4.0303	4.6316	2.146	2.459	2.593	2.616	2.641	2.665	2.725	2.746	2.759	-0.42849231
	8.50	1.56607473	1.5657	1.1356	4.0484	4.6366	1.931	2.271	2.454	2.496	2.526	2.561	2.638	2.664	2.682	-0.40426801
	8.50	1.60000002	1.5996	1.1793	4.0574	4.6385	1.822	2.177	2.383	2.434	2.464	2.504	2.591	2.619	2.639	-0.39273920
	8.50	1.69135785	1.6909	1.2936	4.0810	4.6426	1.536	1.942	2.212	2.284	2.324	2.369	2.480	2.518	2.541	-0.36437477
	8.50	1.70000005	1.6995	1.3043	4.0832	4.6430	1.509	1.919	2.195	2.270	2.310	2.357	2.469	2.507	2.530	-0.36187632
	8.50	1.70999527	1.7095	1.3162	4.0857	4.6436	1.479	1.895	2.178	2.254	2.294	2.343	2.457	2.495	2.518	-0.35902369
	8.50	1.79999995	1.7994	1.4231	4.1084	4.6495	1.212	1.685	2.025	2.116	2.163	2.223	2.352	2.396	2.424	-0.33500274
	8.50	1.82401204	1.8234	1.4524	4.1146	4.6508	1.139	1.630	1.985	2.079	2.129	2.190	2.323	2.370	2.400	-0.32906284
	8.50	1.89462018	1.8939	1.5406	4.1333	4.6538	0.918	1.462	1.860	1.966	2.017	2.088	2.237	2.286	2.322	-0.31261608
	8.50	1.89999998	1.8992	1.5474	4.1347	4.6540	0.902	1.449	1.850	1.957	2.009	2.080	2.230	2.279	2.316	-0.31142170
	8.50	1.93695414	1.9361	1.5927	4.1444	4.6559	0.788	1.363	1.786	1.899	1.952	2.028	2.187	2.237	2.276	-0.30342763
	8.50	1.99052942	1.9896	1.6598	4.1585	4.6570	0.621	1.242	1.696	1.816	1.872	1.951	2.122	2.174	2.216	-0.29245471
	8.50	2.00000000	1.9991	1.6719	4.1610	4.6570	0.590	1.220	1.680	1.800	1.857	1.937	2.110	2.162	2.205	-0.29058670
	8.50	2.03971267	2.0387	1.7224	4.1714	4.6564	0.464	1.128	1.611	1.736	1.795	1.877	2.060	2.113	2.159	-0.28297501
	8.50	2.08440876	2.0833	1.7798	4.1830	4.6551	0.320	1.024	1.531	1.662	1.725	1.810	2.001	2.057	2.105	-0.27481430
	8.50	2.09999990	2.0988	1.8003	4.1871	4.6542	0.269	0.987	1.502	1.636	1.700	1.785	1.979	2.037	2.085	-0.27206346
	8.50	2.12049341	2.1193	1.8271	4.1925	4.6529	0.202	0.938	1.464	1.600	1.666	1.753	1.950	2.011	2.060	-0.26851984
	8.50	2.15836787	2.1571	1.8779	4.2025	4.6501	0.075	0.846	1.390	1.533	1.603	1.693	1.895	1.961	2.011	-0.26217836
	8.50	2.19347453	2.1921	1.9265	4.2119	4.6459	-0.046	0.757	1.319	1.467	1.538	1.631	1.841	1.909	1.959	-0.25652945
	8.50	2.20000005	2.1986	1.9357	4.2137	4.6451	-0.069	0.740	1.306	1.455	1.526	1.619	1.831	1.899	1.949	-0.25550276
	8.50	2.22569108	2.2242	1.9718	4.2205	4.6415	-0.159	0.673	1.252	1.405	1.477	1.573	1.791	1.860	1.910	-0.25152933
	8.50	2.25509763	2.2535	2.0147	4.2285	4.6363	-0.267	0.594	1.188	1.345	1.417	1.517	1.743	1.812	1.862	-0.24711153
	8.50	2.28280497	2.2811	2.0569	4.2361	4.6296	-0.372	0.515	1.124	1.284	1.359	1.461	1.692	1.762	1.814	-0.24307111
	8.50	2.29999995	2.2982	2.0845	4.2408	4.6243	-0.441	0.463	1.082	1.244	1.320	1.424	1.657	1.727	1.781	-0.24062108
	8.50	2.31266856	2.3109	2.1035	4.2441	4.6209	-0.489	0.427	1.053	1.216	1.293	1.399	1.633	1.703	1.759	-0.23884335
	8.50	2.33755898	2.3357	2.1435	4.2507	4.6118	-0.589	0.350	0.989	1.156	1.234	1.342	1.580	1.650	1.709	-0.23541642
	8.50	2.36227107	2.3603	2.1838	4.2574	4.6029	-0.690	0.274	0.926	1.095	1.175	1.286	1.528	1.598	1.659	-0.23209784
	8.50	2.38557625	2.3835	2.2233	4.2635	4.5919	-0.788	0.197	0.860	1.031	1.112	1.225	1.472	1.543	1.606	-0.22904208
	8.50	2.40000010	2.3978	2.2490	4.2672	4.5835	-0.852	0.147	0.815	0.988	1.069	1.184	1.434	1.505	1.569	-0.22718572
	8.50	2.40404487	2.4018	2.2564	4.2682	4.5809	-0.871	0.132	0.802	0.976	1.057	1.171	1.422	1.493	1.558	-0.22666985
	8.50	2.42164540	2.4193	2.2905	4.2726	4.5675	-0.956	0.062	0.740	0.916	0.997	1.114	1.368	1.439	1.506	-0.22444865
	8.50	2.44191241	2.4395	2.3308	4.2767	4.5473	-1.057	-0.024	0.661	0.840	0.920	1.039	1.297	1.368	1.436	-0.22193746
	8.50	2.45978189	2.4572	2.3697	4.2806	4.5272	-1.154	-0.108	0.584	0.765	0.846	0.966	1.227	1.298	1.367	-0.21976363
	8.50	2.47207546	2.4694	2.3990	4.2837	4.5126	-1.228	-0.172	0.527	0.711	0.793	0.913	1.175	1.247	1.317	-0.21828953
	8.50	2.48424602	2.4815	2.4289	4.2858	4.4930	-1.302	-0.241	0.462	0.648	0.731	0.851	1.114	1.187	1.257	-0.21684705
	8.50	2.49484515	2.4920	2.4566	4.2870	4.4720	-1.372	-0.308	0.398	0.586	0.669	0.789	1.053	1.127	1.196	-0.21560428
	8.50	2.50000000	2.4971	2.4708	4.2874	4.4602	-1.407	-0.342	0.364	0.553	0.636	0.756	1.020	1.094	1.163	-0.21500434
	8.50	2.50725293	2.5043	2.4898	4.2878	4.4441	-1.454	-0.389	0.319	0.508	0.592	0.712	0.975	1.050	1.119	-0.21416512
	8.50	2.51739955	2.5143	2.5179	4.2878	4.4177	-1.525	-0.461	0.248	0.437	0.521	0.641	0.904	0.979	1.048	-0.21300060
	8.50	2.52090526	2.5178	2.5277	4.2879	4.4090	-1.549	-0.486	0.224	0.413	0.497	0.617	0.880	0.956	1.024	-0.21260081
	8.50	2.52485943	2.5217	2.5191	4.2937	4.4416	-1.528	-0.443	0.276	0.469	0.556	0.676	0.942	1.020	1.089	-0.21215145
	8.50	2.53000498	2.5268	2.5180	4.2951	4.4491	-1.525	-0.436	0.285	0.480	0.568	0.688	0.955	1.032	1.102	-0.21156917
	8.50	2.54590726	2.5425	2.5476	4.2951	4.4220	-1.599	-0.511	0.211	0.406	0.493	0.613	0.880	0.958	1.028	-0.20978709
	8.50	2.54709673	2.5437	2.5648	4.2914	4.3903	-1.642	-0.568	0.149	0.341	0.427	0.547	0.812	0.888	0.957	-0.20965484
	8.50	2.54754376	2.5442	2.5757	4.2867	4.3608	-1.669	-0.612	0.098	0.287	0.370	0.490	0.752	0.827	0.895	-0.20960517
	8.50	2.54816651	2.5448	2.5888	4.2816	4.3274	-1.702	-0.663	0.038	0.224	0.305	0.425	0.683	0.757	0.824	-0.20953602
	8.50	2.54908657	2.5457	2.6000	4.2770	4.2977	-1.730	-0.710	-0.015	0.168	0.248	0.367	0.622	0.696	0.761	-0.20943393
	8.50	2.55096936	2.5475	2.6185	4.2708	4.2549	-1.776	-0.782	-0.096	0.086	0.166	0.281	0.532	0.606	0.669	-0.20922528
	8.50	2.55140805	2.5480	2.6202	4.2704	4.2514	-1.781	-0.788	-0.102	0.079	0.159	0.274	0.525	0.598	0.661	-0.20917671
	8.50	2.55466223	2.5512	2.6201	4.2729	4.2623	-1.780	-0.777	-0.088	0.094	0.174	0.290	0.543	0.617	0.681	-0.20881708
	8.50	2.56050658	2.5569	2.6365	4.2689	4.2307	-1.821	-0.835	-0.151	0.030	0.110	0.223	0.474	0.547	0.610	-0.20817390
	8.50	2.56414914	2.5605	2.6470	4.2637	4.2000	-1.847	-0.883	-0.206	-0.027	0.053	0.163	0.412	0.484	0.545	-0.20777477
	8.50	2.56657195	2.5629	2.6547	4.2583	4.1710	-1.867	-0.924	-0.256	-0.078	0.002	0.108	0.355	0.426	0.487	-0.20751002
	8.50	2.56840611	2.5647	2.6613	4.2526	4.1421	-1.883	-0.963	-0.304	-0.128	-0.049	0.054	0.299	0.369	0.429	-0.20731000
	8.50	2.56991243	2.5662	2.6670	4.2467	4.1131	-1.898	-1.001	-0.352	-0.177	-0.101	0.001	0.243	0.310	0.369	-0.20714597
	8.50	2.57113361	2.5674	2.6721	4.2407	4.0842	-1.910	-1.037	-0.399	-0.226	-0.152	-0.051	0.187	0.252	0.311	-0.20701316
	8.50	2.57219362	2.5684	2.6768	4.2344	4.0544	-1.922	-1.073	-0.446	-0.276	-0.204	-0.104	0.130	0.192	0.251	-0.20689800
	8.50	2.57303524	2.5692	2.6808	4.2285	4.0272	-1.932	-1.105	-0.489	-0.320	-0.250	-0.151	0.077	0.138	0.197	-0.20680665
	8.50	2.57377648	2.5700	2.6846	4.2226	3.9997	-1.941	-1.137	-0.531	-0.364	-0.294	-0.197	0.024	0.084	0.142	-0.20672624
	8.50	2.57441449	2.5706	2.6881	4.2167	3.9728	-1.950	-1.168	-0.572	-0.407	-0.337	-0.242	-0.028	0.033	0.087	-0.20665708
	8.50	2.57498264	2.5711	2.6917	4.2110	3.9463	-1.959	-1.199	-0.612	-0.449	-0.380	-0.287	-0.079	-0.018	0.034	-0.20659553
	8.50	2.57557201	2.5717	2.6989	4.2055	3.9174	-1.977	-1.237	-0.659	-0.498	-0.430	-0.339	-0.136	-0.076	-0.026	-0.20653171
	8.50	2.57557821	2.5717	2.6991	4.2055	3.9172	-1.978	-1.237	-0.660	-0.499	-0.431	-0.340	-0.137	-0.077	-0.026	-0.20653104
	8.50	2.57581282	2.5719	2.7215	4.2102	3.9137	-2.034	-1.278	-0.691	-0.528	-0.459	-0.367	-0.159	-0.098	-0.046	-0.20650564
	8.50	2.57593012	2.5721	2.7350	4.2172	3.9280	-2.067	-1.287	-0.687	-0.521	-0.452	-0.357	-0.142	-0.081	-0.027	-0.20649295
	8.50	2.57603121	2.5722	2.7419	4.2248	3.9516	-2.085	-1.276	-0.664	-0.495	-0.425	-0.327	-0.104	-0.043	0.014	-0.20648201
	8.50	2.57611609	2.5722	2.7436	4.2316	3.9772	-2.089	-1.255	-0.630	-0.459	-0.389	-0.289	-0.058	0.003	0.063	-0.20647283
	8.50	2.57621384	2.5723	2.7412	4.2393	4.0105	-2.083	-1.219	-0.580	-0.407	-0.333	-0.233	0.004	0.068	0.128	-0.20646225
	8.50	2.57629871	2.5724	2.7367	4.2450	4.0378	-2.072	-1.185	-0.537	-0.361	-0.285	-0.185	0.057	0.123	0.183	-0.20645307
	8.50	2.57641292	2.5725	2.7290	4.2512	4.0703	-2.053	-1.142	-0.482	-0.305	-0.227	-0.125	0.120	0.189	0.249	-0.20644071
	8.50	2.57662487	2.5727	2.7161	4.2586	4.1125	-2.020	-1.080	-0.409	-0.229	-0.149	-0.045	0.204	0.275	0.335	-0.20641779
	8.50	2.57717991	2.5733	2.7029	4.2651	4.1519	-1.987	-1.020	-0.340	-0.159	-0.079	0.032	0.281	0.354	0.415	-0.20635777
	8.50	2.57795811	2.5740	2.6995	4.2681	4.1676	-1.979	-0.999	-0.314	-0.132	-0.052	0.060	0.311	0.384	0.446	-0.20627368
	8.50	2.58282065	2.5788	2.7067	4.2743	4.1861	-1.997	-0.993	-0.298	-0.114	-0.034	0.083	0.335	0.410	0.473	-0.20574960
	8.50	2.59194613	2.5877	2.7197	4.2808	4.2006	-2.029	-1.001	-0.295	-0.108	-0.027	0.093	0.348	0.424	0.489	-0.20477228
	8.50	2.60168862	2.5973	2.7326	4.2842	4.2029	-2.061	-1.021	-0.310	-0.121	-0.038	0.082	0.340	0.417	0.482	-0.20373777
	8.50	2.61627245	2.6116	2.7522	4.2812	4.1734	-2.110	-1.082	-0.375	-0.188	-0.107	0.013	0.269	0.345	0.410	-0.20220609
	8.50	2.62226462	2.6174	2.7620	4.2764	4.1454	-2.135	-1.126	-0.426	-0.240	-0.160	-0.042	0.210	0.287	0.349	-0.20158255
	8.50	2.62690043	2.6220	2.7711	4.2714	4.1169	-2.158	-1.170	-0.477	-0.292	-0.212	-0.098	0.153	0.228	0.290	-0.20110245
	8.50	2.63077974	2.6257	2.7802	4.2662	4.0878	-2.180	-1.213	-0.528	-0.345	-0.265	-0.155	0.095	0.169	0.230	-0.20070222
	8.50	2.63429308	2.6292	2.7898	4.2609	4.0577	-2.204	-1.259	-0.581	-0.400	-0.320	-0.214	0.035	0.107	0.168	-0.20034094
	8.50	2.63757563	2.6323	2.8006	4.2550	4.0237	-2.231	-1.310	-0.641	-0.461	-0.381	-0.281	-0.031	0.039	0.099	-0.20000442
	8.50	2.63991094	2.6346	2.8100	4.2492	3.9916	-2.255	-1.356	-0.698	-0.520	-0.442	-0.342	-0.097	-0.029	0.031	-0.19976560
	8.50	2.64133739	2.6360	2.8175	4.2429	3.9592	-2.274	-1.400	-0.752	-0.576	-0.501	-0.401	-0.161	-0.096	-0.036	-0.19961997
	8.50	2.64214420	2.6368	2.8224	4.2365	3.9286	-2.286	-1.438	-0.801	-0.627	-0.555	-0.455	-0.221	-0.157	-0.098	-0.19953769
	8.50	2.64263487	2.6373	2.8254	4.2300	3.8997	-2.294	-1.472	-0.846	-0.674	-0.604	-0.504	-0.276	-0.214	-0.156	-0.19948767
	8.50	2.64299893	2.6376	2.8274	4.2226	3.8684	-2.298	-1.504	-0.890	-0.721	-0.652	-0.555	-0.334	-0.272	-0.217	-0.19945058
	8.50	2.64321566	2.6378	2.8285	4.2163	3.8420	-2.301	-1.530	-0.926	-0.760	-0.692	-0.597	-0.383	-0.321	-0.268	-0.19942850
	8.50	2.64336324	2.6380	2.8290	4.2109	3.8197	-2.302	-1.551	-0.956	-0.793	-0.726	-0.633	-0.423	-0.362	-0.311	-0.19941347
	8.50	2.64351869	2.6381	2.8285	4.2033	3.7901	-2.301	-1.576	-0.995	-0.835	-0.770	-0.680	-0.476	-0.416	-0.367	-0.19939764
	8.50	2.64361572	2.6382	2.8276	4.1972	3.7667	-2.299	-1.597	-1.026	-0.870	-0.806	-0.720	-0.520	-0.461	-0.412	-0.19938776
	8.50	2.64369202	2.6383	2.8266	4.1915	3.7447	-2.296	-1.616	-1.056	-0.902	-0.840	-0.756	-0.560	-0.503	-0.455	-0.19937999
	8.50	2.64376521	2.6383	2.8252	4.1851	3.7205	-2.293	-1.637	-1.088	-0.938	-0.876	-0.797	-0.605	-0.549	-0.502	-0.19937254
	8.50	2.64381814	2.6384	2.8238	4.1795	3.6997	-2.290	-1.655	-1.116	-0.968	-0.908	-0.832	-0.643	-0.588	-0.542	-0.19936715
	8.50	2.64387107	2.6384	2.8220	4.1733	3.6765	-2.285	-1.673	-1.146	-1.000	-0.941	-0.868	-0.684	-0.631	-0.585	-0.19936176
	8.50	2.64391494	2.6385	2.8203	4.1675	3.6551	-2.281	-1.689	-1.173	-1.029	-0.972	-0.899	-0.720	-0.670	-0.623	-0.19935730
	8.50	2.64395308	2.6385	2.8185	4.1617	3.6338	-2.276	-1.705	-1.200	-1.057	-1.002	-0.930	-0.756	-0.708	-0.661	-0.19935341
	8.50	2.64398551	2.6385	2.8165	4.1562	3.6135	-2.271	-1.719	-1.225	-1.084	-1.030	-0.960	-0.790	-0.744	-0.697	-0.19935011
	8.50	2.64401484	2.6386	2.8146	4.1506	3.5930	-2.267	-1.734	-1.250	-1.111	-1.059	-0.989	-0.825	-0.781	-0.733	-0.19934713
	8.50	2.64404416	2.6386	2.8128	4.1446	3.5710	-2.262	-1.750	-1.278	-1.140	-1.090	-1.021	-0.862	-0.821	-0.772	-0.19934414
	8.50	2.64407063	2.6386	2.8112	4.1385	3.5483	-2.258	-1.765	-1.305	-1.170	-1.123	-1.055	-0.902	-0.861	-0.814	-0.19934145
	8.50	2.64410281	2.6387	2.8099	4.1300	3.5156	-2.255	-1.789	-1.344	-1.215	-1.170	-1.105	-0.960	-0.919	-0.875	-0.19933817
	8.50	2.64412332	2.6387	2.8096	4.1245	3.4937	-2.254	-1.805	-1.372	-1.245	-1.202	-1.139	-0.999	-0.959	-0.916	-0.19933609
	8.50	2.64414191	2.6387	2.8101	4.1188	3.4706	-2.255	-1.824	-1.401	-1.278	-1.237	-1.176	-1.040	-1.001	-0.960	-0.19933419
	8.50	2.64416075	2.6387	2.8111	4.1128	3.4457	-2.258	-1.845	-1.434	-1.314	-1.275	-1.217	-1.086	-1.048	-1.008	-0.19933228
	8.50	2.64418745	2.6387	2.8131	4.1048	3.4116	-2.263	-1.878	-1.482	-1.367	-1.328	-1.278	-1.148	-1.115	-1.079	-0.19932956
	8.50	2.64420605	2.6388	2.8149	4.0983	3.3838	-2.267	-1.905	-1.522	-1.409	-1.371	-1.328	-1.200	-1.169	-1.136	-0.19932767
	8.50	2.64422488	2.6388	2.8169	4.0914	3.3541	-2.272	-1.932	-1.563	-1.453	-1.418	-1.377	-1.255	-1.226	-1.194	-0.19932575
	8.50	2.64424610	2.6388	2.8191	4.0842	3.3232	-2.278	-1.961	-1.605	-1.499	-1.467	-1.428	-1.311	-1.284	-1.253	-0.19932359
	8.50	2.64426470	2.6388	2.8213	4.0773	3.2934	-2.283	-1.988	-1.646	-1.543	-1.513	-1.478	-1.365	-1.339	-1.310	-0.19932170
	8.50	2.64428329	2.6388	2.8235	4.0701	3.2622	-2.289	-2.015	-1.688	-1.588	-1.561	-1.528	-1.423	-1.398	-1.373	-0.19931981
	8.50	2.64430737	2.6389	2.8265	4.0605	3.2208	-2.296	-2.051	-1.744	-1.649	-1.625	-1.595	-1.500	-1.476	-1.456	-0.19931736
	8.50	2.64432073	2.6389	2.8281	4.0552	3.1982	-2.300	-2.069	-1.773	-1.680	-1.657	-1.629	-1.539	-1.518	-1.498	-0.19931600
	8.50	2.64433146	2.6389	2.8298	4.0500	3.1756	-2.305	-2.087	-1.802	-1.711	-1.690	-1.663	-1.578	-1.560	-1.540	-0.19931491
	8.50	2.64435291	2.6389	2.8326	4.0412	3.1377	-2.311	-2.117	-1.850	-1.763	-1.743	-1.720	-1.643	-1.630	-1.610	-0.19931272
	8.50	2.64437413	2.6389	2.8355	4.0321	3.0981	-2.319	-2.147	-1.903	-1.819	-1.803	-1.786	-1.716	-1.705	-1.686	-0.19931056
	8.50	2.64439011	2.6389	2.8380	4.0243	3.0647	-2.325	-2.172	-1.947	-1.867	-1.854	-1.842	-1.779	-1.769	-1.750	-0.19930894
	8.50	2.64440346	2.6389	2.8401	4.0180	3.0373	-2.330	-2.189	-1.981	-1.905	-1.894	-1.885	-1.830	-1.821	-1.803	-0.19930758
	8.50	2.64441943	2.6390	2.8423	4.0114	3.0087	-2.336	-2.204	-2.012	-1.942	-1.931	-1.926	-1.880	-1.874	-1.859	-0.19930595
	8.50	2.64444089	2.6390	2.8458	4.0007	2.9624	-2.345	-2.228	-2.063	-2.001	-1.992	-1.992	-1.961	-1.960	-1.949	-0.19930377
	8.50	2.64445400	2.6390	2.8481	3.9937	2.9323	-2.350	-2.249	-2.104	-2.044	-2.040	-2.041	-2.016	-2.016	-2.006	-0.19930244
	8.50	2.64447546	2.6390	2.8515	3.9830	2.8858	-2.359	-2.270	-2.159	-2.104	-2.104	-2.112	-2.097	-2.103	-2.097	-0.19930025
	8.50	2.64449668	2.6390	2.8548	3.9727	2.8414	-2.367	-2.286	-2.204	-2.157	-2.159	-2.175	-2.172	-2.184	-2.181	-0.19929809
	8.50	2.64451289	2.6390	2.8575	3.9642	2.8049	-2.374	-2.300	-2.243	-2.201	-2.206	-2.226	-2.235	-2.250	-2.247	-0.19929645
	8.50	2.64452076	2.6390	2.8591	3.9591	2.7829	-2.378	-2.302	-2.262	-2.226	-2.234	-2.256	-2.273	-2.291	-2.289	-0.19929564
	8.50	2.64453936	2.6391	2.8619	3.9500	2.7435	-2.385	-2.309	-2.295	-2.268	-2.281	-2.308	-2.341	-2.361	-2.363	-0.19929375
	8.50	2.64455557	2.6391	2.8646	3.9409	2.7044	-2.391	-2.315	-2.325	-2.305	-2.325	-2.357	-2.409	-2.430	-2.434	-0.19929210
